Timestamp,Người chơi 1,Race 1,Map,Kết quá,Người chơi 2,Race 2
10/5/2024 20:45:11,Ichiban,Orc,Amazonia,Thắng,dailygao,Orc
10/5/2024 21:15:37,Kingtruong,HU,Hammerfall,Thắng,dailygao,Orc
10/5/2024 21:23:47,Kingtruong,HU,Echo Isles,Thắng,dailygao,Orc
10/5/2024 21:41:34,osho,NE,Last Refuge,Thắng,dailygao,Orc
10/5/2024 22:07:52,osho,NE,Echo Isles,Thắng,dailygao,Orc
10/6/2024 6:32:44,Truongbaorong,UD,Last Refuge,Thua,TriBui,HU
10/6/2024 6:38:36,Truongbaorong,Orc,Northern Isles,Thua,TriBui,HU
10/6/2024 10:32:43,Ragnar,NE,Hammerfall,Thắng,TrieuVoi,Orc
10/6/2024 10:40:40,Ragnar,NE,Last Refuge,Thắng,TrieuVoi,Orc
10/6/2024 10:46:28,NghiaDepTrai,UD,Last Refuge,Thua,Metallica,NE
10/6/2024 11:09:30,longnt,NE,Autumn Leaves,Thua,TrieuVoi,Orc
10/6/2024 11:16:18,Fervis,UD,Hammerfall,Thua,TriBui,HU
10/6/2024 11:25:33,Fervis,UD,Last Refuge,Thua,TriBui,HU
10/6/2024 11:30:31,longnt,HU,Last Refuge,Thua,TrieuVoi,Orc
10/6/2024 13:03:51,longnt,Orc,Last Refuge,Thắng,Afterall,HU
10/6/2024 13:07:40,longnt,Orc,Concealed Hill,Thắng,Afterall,HU
10/6/2024 13:15:33,Domi,HU,Autumn Leaves,Thắng,Truongbaorong,UD
10/6/2024 13:20:27,Domi,HU,Echo Isles,Thắng,Truongbaorong,UD
10/6/2024 13:53:58,Domi,HU,Hammerfall,Thắng,TrungHoang,NE
10/6/2024 14:03:05,Domi,HU,Echo Isles,Thắng,TrungHoang,NE
10/6/2024 15:18:32,Lancelot,HU,Last Refuge,Thắng,dailygao,Orc
10/6/2024 15:43:11,Lancelot,HU,Echo Isles,Thua,dailygao,Orc
10/6/2024 16:16:21,Lancelot,HU,Hammerfall,Thắng,dailygao,Orc
10/6/2024 17:08:43,Singlez,UD,Autumn Leaves,Thắng,Metallica,NE
10/6/2024 19:41:48,Singlez,UD,Concealed Hill,Thua,Metallica,NE
10/6/2024 19:50:19,Singlez,UD,Echo Isles,Thắng,Metallica,NE
10/6/2024 20:34:00,Domi,Orc,Concealed Hill,Thắng,dailygao,Orc
10/6/2024 20:39:57,Domi,Orc,Echo Isles,Thắng,dailygao,Orc
10/6/2024 21:12:07,longnt,NE,Northern Isles,Thua,dailygao,Orc
10/6/2024 21:24:58,longnt,UD,Last Refuge,Thắng,dailygao,Orc
10/6/2024 22:06:25,longnt,HU,Echo Isles,Thắng,Datmm09,Orc
10/6/2024 22:15:11,longnt,UD,Concealed Hill,Thắng,Datmm09,Orc
10/7/2024 6:46:54,Ichiban,Orc,Echo Isles,Thua,TriBui,HU
10/7/2024 6:47:16,Ichiban,Orc,Concealed Hill,Thắng,TriBui,HU
10/7/2024 6:47:36,Ichiban,Orc,Hammerfall,Thắng,TriBui,HU
10/7/2024 10:25:09,Singlez,UD,Echo Isles,Thắng,TriBui,HU
10/7/2024 10:24:48,Singlez,UD,Amazonia,Thắng,TriBui,HU
10/7/2024 20:02:05,Singlez,UD,Autumn Leaves,Thua,Moon,NE
10/7/2024 20:46:26,Singlez,UD,Last Refuge,Thắng,Moon,NE
10/7/2024 20:56:03,Singlez,UD,Amazonia,Thua,Moon,NE
10/7/2024 21:38:43,longnt,NE,Autumn Leaves,Thua,2Life,HU
10/7/2024 21:40:54,longnt,HU,Last Refuge,Thắng,2Life,HU
10/7/2024 21:51:29,longnt,NE,Echo Isles,Thắng,2Life,HU
10/7/2024 22:32:18,hoanguyen,NE,Concealed Hill,Thắng,2Life,HU
10/7/2024 22:35:29,hoanguyen,Orc,Echo Isles,Thắng,2Life,UD
10/8/2024 16:20:33,Ninh,UD,Northern Isles,Thắng,TriBui,HU
10/8/2024 16:25:01,Ninh,UD,Hammerfall,Thắng,TriBui,HU
10/8/2024 20:39:09,longnt,NE,Autumn Leaves,Thua,TriBui,HU
10/8/2024 20:45:49,longnt,HU,Echo Isles,Thua,TriBui,HU
10/10/2024 19:30:13,Ragnar,NE,Concealed Hill,Thua,Singlez,UD
10/10/2024 19:30:30,Ragnar,NE,Northern Isles,Thua,Singlez,UD
10/10/2024 19:36:09,osho,NE,Northern Isles,Thắng,Afterall,HU
10/10/2024 19:42:49,osho,NE,Last Refuge,Thắng,Afterall,HU
10/10/2024 20:18:04,LazyOldMan,Orc,Northern Isles,Thắng,tuanvu,Orc
10/10/2024 20:21:55,LazyOldMan,Orc,Echo Isles,Thắng,tuanvu,Orc
10/10/2024 21:14:49,longnt,NE,Concealed Hill,Thắng,tuanvu,Orc
10/10/2024 21:22:52,longnt,NE,Echo Isles,Thắng,tuanvu,Orc
10/10/2024 21:27:36,Domi,HU,Hammerfall,Thắng,tuanvu,Orc
10/10/2024 21:31:29,Domi,UD,Echo Isles,Thắng,tuanvu,Orc
10/11/2024 10:26:37,osho,NE,Concealed Hill,Thua,Singlez,UD
10/11/2024 13:22:37,osho,NE,Last Refuge,Thắng,Singlez,UD
10/11/2024 13:23:12,osho,NE,Echo Isles,Thua,Singlez,UD
10/11/2024 20:01:08,Domi,NE,Autumn Leaves,Thắng,gobo2k,Orc
10/11/2024 20:01:41,Domi,Orc,Amazonia,Thắng,gobo2k,Orc
10/11/2024 20:02:53,gobo2k,UD,Hammerfall,Thua,Singlez,UD
10/11/2024 20:13:01,gobo2k,Orc,Last Refuge,Thua,Singlez,Orc
10/11/2024 20:13:51,Ragnar,NE,Echo Isles,Thua,osho,NE
10/11/2024 20:14:44,Ragnar,NE,Last Refuge,Thua,osho,NE
10/12/2024 0:14:22,Ichiban,Orc,Amazonia,Thua,Afterall,HU
10/12/2024 0:14:52,Ichiban,Orc,Concealed Hill,Thắng,Afterall,HU
10/12/2024 0:15:30,Ichiban,Orc,Hammerfall,Thắng,Afterall,HU
10/12/2024 0:16:01,osho,NE,Concealed Hill,Thua,TriBui,HU
10/12/2024 0:16:25,osho,NE,Last Refuge,Thắng,TriBui,HU
10/12/2024 0:16:47,osho,NE,Echo Isles,Thắng,TriBui,HU
10/12/2024 10:16:06,TrieuVoi,Orc,Northern Isles,Thắng,Wisdom,NE
10/12/2024 10:16:31,TrieuVoi,Orc,Last Refuge,Thắng,Wisdom,NE
10/12/2024 11:12:47,NghiaDepTrai,UD,Amazonia,Thua,Wisdom,NE
10/12/2024 11:13:07,NghiaDepTrai,UD,Last Refuge,Thua,Wisdom,NE
10/12/2024 12:24:06,longnt,Orc,Hammerfall,Thắng,Fervis,UD
10/12/2024 12:24:35,longnt,Orc,Last Refuge,Thua,Fervis,UD
10/12/2024 12:25:29,longnt,UD,Amazonia,Thua,Fervis,UD
10/12/2024 14:14:23,Moon,NE,Northern Isles,Thắng,dailygao,Orc
10/12/2024 14:33:06,Moon,NE,Echo Isles,Thua,dailygao,Orc
10/12/2024 15:09:52,Wisdom,NE,Last Refuge,Thua,Kingtruong,HU
10/12/2024 16:17:44,Wisdom,NE,Northern Isles,Thua,Kingtruong,HU
10/12/2024 16:20:26,longnt,HU,Echo Isles,Thắng,dailygao,HU
10/12/2024 16:27:49,Wisdom,NE,Concealed Hill,Thắng,dailygao,Orc
10/12/2024 16:28:20,Wisdom,NE,Echo Isles,Thắng,dailygao,Orc
10/12/2024 16:43:46,DAT93BP,Orc,Last Refuge,Thua,Singlez,UD
10/12/2024 16:49:23,DAT93BP,HU,Echo Isles,Thua,Singlez,HU
10/12/2024 20:20:25,osho,NE,Concealed Hill,Thắng,DAT93BP,Orc
10/12/2024 20:23:22,osho,NE,Hammerfall,Thắng,DAT93BP,Orc
10/12/2024 22:24:18,Ragnar,NE,Last Refuge,Thắng,dailygao,Orc
10/12/2024 22:47:11,Ragnar,NE,Echo Isles,Thua,dailygao,Orc
11/12/2024 20:36:22,TrieuVoi,Orc,Last Refuge,Thắng,LichKing,UD
11/12/2024 20:40:47,TrieuVoi,Orc,Echo Isles,Thắng,LichKing,Orc
10/13/2024 6:56:54,socnho,NE,Northern Isles,Thua,longnt,Orc
10/13/2024 7:07:02,socnho,NE,Concealed Hill,Thua,longnt,Orc
10/13/2024 11:02:30,NghiaDepTrai,UD,Last Refuge,Thua,Metallica,NE
10/13/2024 11:39:27,socnho,UD,Amazonia,Thua,Fervis,UD
10/13/2024 13:37:07,socnho,Orc,Echo Isles,Thua,Fervis,UD
10/13/2024 13:43:16,socnho,HU,Autumn Leaves,Thua,Afterall,HU
10/13/2024 13:49:45,socnho,NE,Last Refuge,Thắng,Afterall,HU
10/13/2024 13:55:00,socnho,HU,Hammerfall,Thua,Afterall,HU
10/13/2024 14:00:24,Domi,NE,Hammerfall,Thắng,socnho,UD
10/13/2024 14:08:15,Domi,Orc,Echo Isles,Thắng,socnho,UD
10/13/2024 15:22:41,Domi,HU,Last Refuge,Thắng,Kingtruong,HU
10/13/2024 16:28:30,Domi,NE,Hammerfall,Thắng,Kingtruong,HU
10/13/2024 16:40:46,Domi,Orc,Autumn Leaves,Thắng,SieuTitMit,UD
10/13/2024 16:42:01,Domi,HU,Amazonia,Thắng,SieuTitMit,Orc
10/13/2024 17:17:52,socnho,UD,Autumn Leaves,Thắng,SieuTitMit,Orc
10/13/2024 17:25:43,socnho,HU,Amazonia,Thắng,SieuTitMit,Orc
10/13/2024 20:14:19,longnt,UD,Last Refuge,Thắng,LichKing,UD
10/13/2024 20:26:57,longnt,UD,Concealed Hill,Thắng,LichKing,Orc
10/13/2024 22:09:56,Lancelot,NE,Echo Isles,Thua,NghiaDepTrai,UD
10/13/2024 22:13:19,Lancelot,NE,Last Refuge,Thắng,NghiaDepTrai,UD
10/13/2024 22:20:37,Lancelot,NE,Amazonia,Thắng,NghiaDepTrai,UD
10/13/2024 22:30:16,Chairma,Orc,Last Refuge,Thua,Metallica,NE
10/13/2024 22:49:15,Chairma,Orc,Echo Isles,Thua,Metallica,NE
10/13/2024 23:03:46,Ichiban,Orc,Last Refuge,Thắng,Chairma,Orc
10/14/2024 6:46:44,Singlez,UD,Northern Isles,Thắng,tuanvu,Orc
10/14/2024 6:50:13,Singlez,HU,Echo Isles,Thắng,tuanvu,Orc
10/14/2024 6:54:26,Ichiban,Orc,Northern Isles,Thắng,Chairma,Orc
10/15/2024 16:24:37,Truongbaorong,UD,Amazonia,Thua,Metallica,NE
10/15/2024 16:24:59,Truongbaorong,UD,Last Refuge,Thua,Metallica,NE
10/15/2024 19:53:51,osho,NE,Echo Isles,Thắng,NghiaDepTrai,UD
10/15/2024 19:54:30,osho,NE,Last Refuge,Thắng,NghiaDepTrai,UD
10/15/2024 21:04:35,Domi,Orc,Concealed Hill,Thắng,Vinam,UD
10/15/2024 21:24:29,Domi,Orc,Amazonia,Thắng,Vinam,UD
10/16/2024 21:13:37,Domi,NE,Northern Isles,Thắng,TrieuVoi,Orc
10/16/2024 21:18:22,Domi,NE,Echo Isles,Thắng,TrieuVoi,Orc
10/17/2024 16:17:46,Ragnar,NE,Echo Isles,Thắng,NghiaDepTrai,UD
10/17/2024 16:18:01,Ragnar,NE,Last Refuge,Thắng,NghiaDepTrai,UD
10/18/2024 10:25:14,osho,NE,Northern Isles,Thắng,LichKing,Orc
10/18/2024 10:25:31,osho,NE,Echo Isles,Thắng,LichKing,UD
10/18/2024 17:52:26,Ichiban,Orc,Amazonia,Thắng,LichKing,HU
10/18/2024 17:52:51,Ichiban,Orc,Last Refuge,Thắng,LichKing,Orc
10/18/2024 17:58:45,Singlez,Orc,Hammerfall,Thắng,LichKing,Orc
10/18/2024 20:14:33,Singlez,HU,Echo Isles,Thắng,LichKing,UD
10/18/2024 20:32:16,osho,NE,Last Refuge,Thắng,Vinam,UD
10/18/2024 20:50:49,osho,NE,Concealed Hill,Thắng,Vinam,UD
10/19/2024 10:53:18,Wisdom,NE,Autumn Leaves,Thắng,Prac800ic,HU
10/19/2024 10:53:50,Wisdom,NE,Amazonia,Thắng,Prac800ic,HU
10/19/2024 11:33:35,TrieuVoi,HU,Amazonia,Thắng,Prac800ic,HU
10/19/2024 12:47:08,TrieuVoi,Orc,Autumn Leaves,Thắng,Prac800ic,HU
10/19/2024 16:21:12,osho,NE,Amazonia,Thắng,Wisdom,NE
10/19/2024 21:30:28,osho,NE,Autumn Leaves,Thắng,Kingtruong,Orc
10/19/2024 21:32:51,osho,NE,Last Refuge,Thắng,Kingtruong,HU
10/19/2024 22:29:44,Ragnar,NE,Amazonia,Thua,dailygao,Orc
10/19/2024 22:57:18,Singlez,Orc,Echo Isles,Thắng,dailygao,Orc
10/19/2024 23:03:53,Singlez,UD,Amazonia,Thắng,dailygao,Orc
10/20/2024 10:37:24,Wisdom,NE,Concealed Hill,Thua,Metallica,NE
10/20/2024 10:37:43,Wisdom,NE,Last Refuge,Thua,Metallica,NE
10/20/2024 10:45:24,Chairma,Orc,Concealed Hill,Thua,Singlez,UD
10/20/2024 10:52:24,Chairma,Orc,Northern Isles,Thua,Singlez,UD
10/20/2024 13:43:07,Ragnar,NE,Echo Isles,Thua,Fervis,UD
10/20/2024 13:48:45,Ragnar,NE,Last Refuge,Thắng,Fervis,UD
10/20/2024 13:55:18,Ragnar,NE,Concealed Hill,Thua,Fervis,UD
10/20/2024 13:59:58,Lancelot,HU,Last Refuge,Thắng,Wisdom,NE
10/20/2024 14:00:55,Lancelot,HU,Concealed Hill,Thua,Wisdom,NE
10/20/2024 14:55:38,Lancelot,HU,Amazonia,Thắng,tuanvu,Orc
10/20/2024 15:07:23,Lancelot,HU,Echo Isles,Thắng,tuanvu,Orc
10/20/2024 15:08:32,Lancelot,HU,Autumn Leaves,Thắng,Wisdom,NE
10/20/2024 15:15:35,hoanguyen,HU,Last Refuge,Thua,Wisdom,NE
10/20/2024 15:15:52,hoanguyen,HU,Echo Isles,Thua,Wisdom,NE
10/20/2024 15:21:15,2Life,HU,Echo Isles,Thắng,Metallica,NE
10/20/2024 15:37:48,2Life,HU,Concealed Hill,Thua,Metallica,NE
10/20/2024 15:52:08,2Life,HU,Amazonia,Thua,Metallica,NE
10/20/2024 16:28:56,Moon,NE,Northern Isles,Thua,Metallica,NE
10/20/2024 16:47:40,Moon,NE,Amazonia,Thua,Metallica,NE
10/20/2024 19:52:28,osho,NE,Northern Isles,Thắng,Wisdom,NE
11/12/2024 20:15:03,LazyOldMan,Orc,Concealed Hill,Thắng,Chairma,Orc
11/12/2024 20:21:51,LazyOldMan,Orc,Northern Isles,Thắng,Chairma,Orc
10/20/2024 22:16:17,Datmm09,Orc,Last Refuge,Thua,Fervis,UD
10/20/2024 22:21:15,Datmm09,Orc,Echo Isles,Thua,Fervis,UD
10/20/2024 22:27:29,Chairma,Orc,Hammerfall,Thua,Fervis,UD
10/20/2024 22:38:43,Chairma,Orc,Northern Isles,Thua,Fervis,UD
10/20/2024 22:44:15,longnt,Orc,Hammerfall,Thắng,Chairma,Orc
10/20/2024 22:49:43,longnt,HU,Northern Isles,Thua,Chairma,Orc
10/20/2024 22:55:26,longnt,Orc,Echo Isles,Thắng,Chairma,Orc
10/21/2024 10:30:06,Lancelot,HU,Northern Isles,Thắng,gobo2k,HU
10/21/2024 16:26:08,Lancelot,HU,Last Refuge,Thắng,gobo2k,UD
10/21/2024 16:30:02,Prac800ic,HU,Concealed Hill,Thua,Fervis,UD
10/21/2024 19:55:12,Prac800ic,HU,Autumn Leaves,Thua,Fervis,UD
10/21/2024 20:09:05,Prac800ic,HU,Last Refuge,Thua,Singlez,UD
10/21/2024 20:13:38,Prac800ic,HU,Amazonia,Thua,Singlez,UD
10/21/2024 20:18:43,osho,NE,Concealed Hill,Thắng,Prac800ic,HU
10/21/2024 20:23:01,osho,NE,Autumn Leaves,Thắng,Prac800ic,HU
10/22/2024 19:37:38,Prac800ic,HU,Autumn Leaves,Thua,Metallica,NE
10/22/2024 19:41:00,Prac800ic,HU,Echo Isles,Thua,Metallica,NE
10/22/2024 19:46:00,Ragnar,Orc,Northern Isles,Thắng,Prac800ic,Orc
10/22/2024 19:51:15,Ragnar,Orc,Echo Isles,Thắng,Prac800ic,Orc
10/23/2024 10:30:32,gobo2k,UD,Last Refuge,Thua,TriBui,HU
10/23/2024 13:18:53,gobo2k,HU,Echo Isles,Thua,TriBui,HU
11/18/2024 22:43:00,Ichiban,Orc,Hammerfall,Thắng,tuanvu,Orc
11/18/2024 22:43:35,Ichiban,Orc,Echo Isles,Thắng,tuanvu,Orc
10/23/2024 19:57:18,Afterall,HU,Echo Isles,Thua,tuanvu,Orc
10/23/2024 20:15:18,Afterall,HU,Last Refuge,Thắng,tuanvu,Orc
10/23/2024 20:21:48,Afterall,HU,Amazonia,Thắng,tuanvu,Orc
10/23/2024 20:35:09,osho,NE,Amazonia,Thắng,tuanvu,Orc
10/23/2024 20:44:05,osho,NE,Echo Isles,Thắng,tuanvu,Orc
10/24/2024 19:35:34,NghiaDepTrai,UD,Northern Isles,Thắng,Afterall,HU
10/24/2024 19:43:37,NghiaDepTrai,UD,Concealed Hill,Thua,Afterall,HU
10/24/2024 19:51:34,NghiaDepTrai,UD,Last Refuge,Thua,Afterall,HU
10/24/2024 21:15:16,LazyOldMan,Orc,Hammerfall,Thắng,NghiaDepTrai,UD
10/24/2024 21:32:35,Ninh,HU,Echo Isles,Thắng,Prac800ic,HU
10/24/2024 21:38:13,Ninh,HU,Autumn Leaves,Thắng,Prac800ic,HU
10/24/2024 22:54:59,LazyOldMan,Orc,Last Refuge,Thắng,NghiaDepTrai,UD
10/24/2024 22:56:09,Wisdom,NE,Autumn Leaves,Thua,Truongbaorong,UD
10/24/2024 22:56:32,Wisdom,NE,Northern Isles,Thắng,Truongbaorong,UD
10/24/2024 22:56:56,Wisdom,NE,Last Refuge,Thắng,Truongbaorong,Orc
10/25/2024 16:25:56,NghiaDepTrai,UD,Northern Isles,Thắng,Fervis,UD
10/25/2024 20:00:53,NghiaDepTrai,UD,Concealed Hill,Thua,Fervis,UD
10/25/2024 20:49:31,NghiaDepTrai,UD,Last Refuge,Thua,Fervis,UD
10/25/2024 22:02:52,LazyOldMan,Orc,Autumn Leaves,Thắng,Datmm09,Orc
10/25/2024 22:11:05,LazyOldMan,Orc,Echo Isles,Thắng,Datmm09,Orc
10/25/2024 22:17:14,osho,NE,Northern Isles,Thắng,SieuTitMit,Orc
10/25/2024 22:23:13,osho,NE,Amazonia,Thắng,SieuTitMit,UD
10/25/2024 23:44:02,TrieuVoi,Orc,Last Refuge,Thắng,SieuTitMit,UD
10/25/2024 23:44:40,TrieuVoi,Orc,Amazonia,Thắng,SieuTitMit,UD
10/26/2024 9:41:17,longnt,HU,Northern Isles,Thua,Wisdom,NE
10/26/2024 9:41:53,longnt,Orc,Amazonia,Thắng,Wisdom,NE
10/26/2024 9:42:31,longnt,HU,Last Refuge,Thua,Wisdom,NE
10/26/2024 11:01:57,SieuTitMit,UD,Northern Isles,Thắng,Fervis,UD
10/26/2024 11:06:32,SieuTitMit,UD,Last Refuge,Thua,Fervis,UD
10/26/2024 11:24:58,SieuTitMit,UD,Amazonia,Thua,Fervis,UD
10/26/2024 13:10:03,Ragnar,NE,Northern Isles,Thắng,SieuTitMit,UD
10/26/2024 13:14:43,Ragnar,NE,Amazonia,Thắng,SieuTitMit,UD
10/26/2024 13:20:05,DAT93BP,Orc,Echo Isles,Thua,tuanvu,Orc
10/26/2024 13:20:36,DAT93BP,UD,Hammerfall,Thua,tuanvu,Orc
10/26/2024 15:18:54,Ninh,NE,Hammerfall,Thắng,Wisdom,NE
10/26/2024 15:19:22,Ninh,NE,Amazonia,Thắng,Wisdom,NE
10/26/2024 22:43:46,hoanguyen,HU,Amazonia,Thắng,tuanvu,Orc
10/26/2024 22:44:35,hoanguyen,HU,Echo Isles,Thắng,tuanvu,Orc
10/26/2024 16:02:33,longnt,Orc,Northern Isles,Thua,Ninh,NE
10/26/2024 16:09:52,longnt,UD,Echo Isles,Thắng,Ninh,HU
10/26/2024 16:15:44,longnt,Orc,Last Refuge,Thua,Ninh,Orc
10/26/2024 19:50:46,Kingtruong,NE,Echo Isles,Thắng,LichKing,UD
10/26/2024 20:01:27,Kingtruong,NE,Last Refuge,Thắng,LichKing,HU
10/26/2024 20:30:55,Fervis,UD,Northern Isles,Thắng,LichKing,UD
10/26/2024 20:56:24,Fervis,UD,Echo Isles,Thắng,LichKing,Orc
10/26/2024 21:10:53,LazyOldMan,Orc,Echo Isles,Thua,dailygao,Orc
10/26/2024 21:14:14,LazyOldMan,Orc,Concealed Hill,Thắng,dailygao,Orc
10/26/2024 21:22:36,Kingtruong,NE,Northern Isles,Thắng,Prac800ic,HU
10/26/2024 21:41:30,Kingtruong,NE,Echo Isles,Thắng,Prac800ic,HU
10/26/2024 21:42:35,LazyOldMan,Orc,Amazonia,Thắng,dailygao,Orc
10/26/2024 22:09:48,Fervis,UD,Amazonia,Thua,dailygao,Orc
10/26/2024 22:22:18,hoanguyen,HU,Concealed Hill,Thua,TriBui,HU
10/26/2024 22:23:06,hoanguyen,HU,Hammerfall,Thua,TriBui,HU
10/27/2024 8:02:23,Fervis,UD,Concealed Hill,Thắng,dailygao,Orc
10/27/2024 8:05:32,Fervis,UD,Last Refuge,Thắng,dailygao,Orc
10/27/2024 9:12:10,Ichiban,Orc,Echo Isles,Thắng,longnt,HU
10/27/2024 9:39:23,Ichiban,Orc,Amazonia,Thắng,longnt,HU
10/27/2024 10:05:09,Ichiban,Orc,Autumn Leaves,Thắng,DAT93BP,Orc
10/27/2024 10:07:48,Ichiban,Orc,Hammerfall,Thắng,DAT93BP,HU
10/27/2024 11:28:10,socnho,Orc,Northern Isles,Thua,TriBui,HU
10/27/2024 11:29:30,socnho,Orc,Hammerfall,Thua,TriBui,HU
10/27/2024 13:21:11,Prac800ic,HU,Hammerfall,Thua,Afterall,HU
10/27/2024 13:21:41,Prac800ic,HU,Echo Isles,Thua,Afterall,HU
10/27/2024 13:22:23,socnho,Orc,Hammerfall,Thắng,dailygao,Orc
10/27/2024 13:23:07,socnho,HU,Amazonia,Thắng,dailygao,Orc
10/27/2024 14:40:53,Ninh,NE,Concealed Hill,Thắng,dailygao,Orc
10/27/2024 14:50:05,Ninh,Orc,Amazonia,Thắng,dailygao,Orc
10/27/2024 14:50:29,Wisdom,NE,Autumn Leaves,Thua,Afterall,HU
10/27/2024 14:51:01,Wisdom,NE,Concealed Hill,Thắng,Afterall,HU
10/27/2024 14:51:37,Wisdom,NE,Last Refuge,Thua,Afterall,HU
10/27/2024 20:39:00,longnt,Orc,Echo Isles,Thắng,Metallica,NE
10/27/2024 19:18:04,longnt,Orc,Concealed Hill,Thua,Metallica,NE
10/27/2024 19:23:24,longnt,Orc,Amazonia,Thua,Metallica,NE
10/27/2024 19:41:16,Vinam,UD,Amazonia,Thua,Afterall,HU
10/27/2024 19:44:58,Vinam,UD,Concealed Hill,Thắng,Afterall,HU
10/27/2024 19:52:47,Vinam,UD,Last Refuge,Thua,Afterall,HU
10/27/2024 19:55:56,Vinam,UD,Northern Isles,Thắng,Metallica,NE
10/27/2024 20:09:48,Vinam,UD,Concealed Hill,Thua,Metallica,NE
10/27/2024 20:24:39,Vinam,UD,Autumn Leaves,Thua,Metallica,NE
10/27/2024 20:36:09,Vinam,UD,Echo Isles,Thắng,TrieuVoi,Orc
10/27/2024 20:54:18,Vinam,UD,Last Refuge,Thắng,TrieuVoi,Orc
10/27/2024 21:16:38,TrieuVoi,Orc,Hammerfall,Thua,Fervis,UD
10/27/2024 21:19:55,Vinam,UD,Amazonia,Thắng,SieuTitMit,UD
10/27/2024 21:32:58,TrieuVoi,Orc,Echo Isles,Thua,Fervis,UD
10/27/2024 21:39:22,Vinam,UD,Echo Isles,Thắng,SieuTitMit,UD
10/27/2024 21:59:51,Vinam,UD,Last Refuge,Thua,Fervis,UD
10/27/2024 22:49:37,Vinam,UD,Concealed Hill,Thua,Fervis,UD
10/27/2024 22:59:52,Vinam,UD,Autumn Leaves,Thắng,TriBui,HU
10/27/2024 23:09:59,Vinam,UD,Hammerfall,Thắng,TriBui,HU
11/18/2024 22:44:09,socnho,Orc,Last Refuge,Thắng,tuanvu,Orc
11/18/2024 22:44:43,socnho,HU,Amazonia,Thắng,tuanvu,Orc
10/28/2024 22:45:48,hoanguyen,NE,Northern Isles,Thua,Truongbaorong,UD
10/28/2024 23:07:21,hoanguyen,Orc,Amazonia,Thắng,Truongbaorong,UD
10/29/2024 8:07:15,hoanguyen,HU,Autumn Leaves,Thua,Truongbaorong,UD
10/29/2024 8:08:17,gobo2k,HU,Hammerfall,Thua,Truongbaorong,UD
10/29/2024 8:09:13,gobo2k,NE,Echo Isles,Thua,Truongbaorong,UD
10/29/2024 20:41:06,NghiaDepTrai,UD,Concealed Hill,Thua,Metallica,NE
10/29/2024 20:47:07,Vinam,UD,Hammerfall,Thắng,Kingtruong,HU
10/29/2024 21:14:48,Vinam,UD,Concealed Hill,Thua,Kingtruong,Orc
10/29/2024 21:36:45,Vinam,UD,Northern Isles,Thắng,Kingtruong,Orc
10/30/2024 10:23:31,Vinam,UD,Autumn Leaves,Thắng,DAT93BP,Orc
10/30/2024 10:25:33,Vinam,UD,Hammerfall,Thắng,DAT93BP,UD
10/30/2024 20:16:22,Fervis,UD,Autumn Leaves,Thắng,tuanvu,Orc
10/30/2024 20:21:33,Fervis,UD,Amazonia,Thắng,tuanvu,Orc
10/30/2024 20:54:44,Vinam,UD,Northern Isles,Thắng,Kephongluu,Orc
10/30/2024 21:05:10,Vinam,UD,Last Refuge,Thắng,Kephongluu,HU
10/30/2024 21:50:38,Moon,NE,Amazonia,Thắng,dailygao,Orc
10/30/2024 21:55:35,Moon,NE,Hammerfall,Thắng,Kephongluu,Orc
10/30/2024 22:32:32,Moon,NE,Concealed Hill,Thắng,Kephongluu,Orc
10/30/2024 22:36:51,Lancelot,HU,Autumn Leaves,Thắng,Kephongluu,Orc
10/30/2024 22:37:56,Lancelot,HU,Echo Isles,Thắng,Kephongluu,Orc
10/30/2024 22:45:43,Vinam,UD,Amazonia,Thua,Truongbaorong,UD
10/30/2024 22:49:23,Vinam,UD,Concealed Hill,Thắng,Truongbaorong,UD
10/30/2024 22:50:39,Vinam,UD,Last Refuge,Thắng,Truongbaorong,UD
10/30/2024 22:52:26,longnt,NE,Autumn Leaves,Thắng,Kephongluu,Orc
10/30/2024 22:58:58,longnt,NE,Amazonia,Thắng,Kephongluu,Orc
10/30/2024 23:16:49,hoanguyen,HU,Amazonia,Thắng,Kephongluu,HU
10/31/2024 7:35:54,hoanguyen,Orc,Concealed Hill,Thua,Kephongluu,UD
10/31/2024 7:42:16,hoanguyen,NE,Hammerfall,Thua,Kephongluu,Orc
10/31/2024 23:08:09,2Life,HU,Last Refuge,Thua,Afterall,UD
10/31/2024 23:08:40,2Life,HU,Echo Isles,Thua,Afterall,HU
10/31/2024 23:09:11,Vinam,UD,Echo Isles,Thắng,2Life,HU
10/31/2024 23:09:37,Vinam,UD,Amazonia,Thắng,2Life,HU
10/31/2024 23:10:33,hoanguyen,Orc,Northern Isles,Thắng,Prac800ic,HU
10/31/2024 23:10:52,hoanguyen,UD,Echo Isles,Thắng,Prac800ic,HU
11/1/2024 20:01:00,NghiaDepTrai,UD,Hammerfall,Thua,TriBui,HU
11/1/2024 20:01:38,NghiaDepTrai,UD,Echo Isles,Thua,TriBui,HU
11/1/2024 20:02:41,DAT93BP,Orc,Last Refuge,Thua,TriBui,HU
11/1/2024 20:04:01,DAT93BP,UD,Concealed Hill,Thua,TriBui,HU
11/1/2024 20:11:30,gobo2k,HU,Echo Isles,Thua,Moon,NE
11/1/2024 20:16:32,gobo2k,Orc,Amazonia,Thua,Moon,NE
